year;CO2 ppm;methane ppb;N2O ppb
-797446.0;;399.0;
-796562.0;191.0;;
-796475.0;;;254.0
-796467.0;;458.0;
-795327.0;;396.0;
-795149.0;188.4;;
-794517.0;189.3;;
-794430.0;;;249.0
-794370.0;;418.0;
-793252.0;195.2;;
-792988.0;;428.0;
-792658.0;199.4;;
-792569.0;;;239.0
-792450.0;;420.0;
-791646.0;;451.0;
-791310.0;209.0;;
-790993.0;204.0;;
-790916.0;;;239.0
-790877.0;;470.0;
-790131.0;205.1;;
-790045.0;;466.0;
-789541.0;215.4;;
-789474.0;;;250.0
-789427.0;;503.0;
-788740.0;;483.0;
-788588.0;221.3;;
-788203.0;218.2;;
-788110.0;;;253.0
-788088.0;;540.0;
-787431.0;226.3;;
-787312.0;;543.0;
-786937.0;229.5;;
-786882.0;;;253.0
-786865.0;;562.0;
-786173.0;;589.0;
-786083.0;247.9;;
-785855.0;248.1;;
-785730.0;;;266.0
-785723.0;;659.0;
-785126.0;256.9;;
-784988.0;;713.0;
-784699.0;;699.0;
-784637.0;260.3;;
-784590.0;;739.0;
-784579.0;;;303.0
-784540.0;;723.0;
-784010.0;;677.0;
-783839.0;255.4;;
-783463.0;253.3;;
-783436.0;;686.0;
-783424.0;;;282.0
-782742.0;250.7;;
-782690.0;;639.0;
-782197.0;246.9;;
-782158.0;;653.0;
-782151.0;;;269.0
-781478.0;;618.0;
-781313.0;252.1;;
-780901.0;;639.0;
-780880.0;;;270.0
-780109.0;246.2;;
-780007.0;;623.0;
-779683.0;;633.0;
-779646.0;;;280.0
-779585.0;248.7;;
-778795.0;;630.0;
-778662.0;242.8;;
-778318.0;248.5;;
-778158.0;;;254.0
-778145.0;;616.0;
-777414.0;243.9;;
-777333.0;;598.0;
-776848.0;245.8;;
-776810.0;;614.0;
-776797.0;;;254.0
-776082.0;;681.0;
-775950.0;246.1;;
-775606.0;246.3;;
-775460.0;;658.0;
-775440.0;;;269.0
-774686.0;243.9;;
-774605.0;;601.0;
-774087.0;238.8;;
-774044.0;;618.0;
-774034.0;;;273.0
-773296.0;;577.0;
-773101.0;240.5;;
-772598.0;236.9;;
-772575.0;;583.0;
-772548.0;;;260.0
-771730.0;233.3;;
-771682.0;;549.0;
-771093.0;230.0;;
-771049.0;;566.0;
-771046.0;;;271.0
-770249.0;;530.0;
-770126.0;230.9;;
-770082.0;;;247.0
-770064.0;;539.0;
-769885.0;;;267.0
-769879.0;;543.0;
-769758.0;229.5;;
-769596.0;;;260.0
-769591.0;;556.0;
-769310.0;237.7;;
-769258.0;;;275.0
-769255.0;;639.0;
-769044.0;235.6;;
-768987.0;;;271.0
-768981.0;;647.0;
-768774.0;238.2;;
-768652.0;;632.0;
-768497.0;235.6;;
-768353.0;;;271.0
-768344.0;;630.0;
-768183.0;231.5;;
-768130.0;;622.0;283.0
-767837.0;226.0;;
-767777.0;;616.0;
-767754.0;;;287.0
-767630.0;;587.0;
-767600.0;;;279.0
-767564.0;228.1;;
-767350.0;;570.0;
-767100.0;221.4;;
-766741.0;;568.0;
-766705.0;222.4;;
-766626.0;;;283.0
-765787.0;217.7;;
-765671.0;;486.0;
-765146.0;213.5;;
-765121.0;;519.0;
-765097.0;;;250.0
-764296.0;;467.0;
-764160.0;215.7;;
-763978.0;;;241.0
-763936.0;;462.0;
-763785.0;216.8;;
-763635.0;;;260.0
-763555.0;;470.0;
-763314.0;;;265.0
-763272.0;;500.0;
-763167.0;;;268.0
-763134.0;;535.0;
-762883.0;222.6;;
-762798.0;;518.0;
-762635.0;;563.0;
-762634.0;;;286.0
-762299.0;224.1;;
-762222.0;;;293.0
-762193.0;;549.0;
-761984.0;221.4;;
-761874.0;;;289.0
-761868.0;;556.0;
-761736.0;225.7;;
-761513.0;;538.0;
-761369.0;215.0;;
-760921.0;216.0;;
-760877.0;;521.0;
-760856.0;;;280.0
-760114.0;212.0;;
-760089.0;;474.0;
-759624.0;;473.0;
-759503.0;206.1;;
-758686.0;;454.0;
-758550.0;206.9;;
-758252.0;208.8;;
-758079.0;;;250.0
-758065.0;;462.0;
-757356.0;214.9;;
-757250.0;;434.0;
-756933.0;217.9;;
-756890.0;;;252.0
-756867.0;;421.0;
-756525.0;217.6;;
-756467.0;;;274.0
-756432.0;;486.0;
-756309.0;215.3;;
-756240.0;;;279.0
-756193.0;;498.0;
-756050.0;;498.0;
-756012.0;219.2;;
-755611.0;215.0;;
-755558.0;;505.0;
-755556.0;;;290.0
-755266.0;;480.0;
-755262.0;;;274.0
-755045.0;;473.0;
-755043.0;;;287.0
-754921.0;210.7;;
-754836.0;;439.0;
-754407.0;206.0;;
-754371.0;;419.0;
-754364.0;;;265.0
-753665.0;;445.0;
-753545.0;201.9;;
-753291.0;200.5;;
-753190.0;;429.0;
-753097.0;;;252.0
-752444.0;195.8;;
-752399.0;;406.0;
-752070.0;;410.0;
-752034.0;191.5;;
-751991.0;;;230.0
-751028.0;196.5;;
-750655.0;188.0;;
-750618.0;;431.0;
-750612.0;;;231.0
-749880.0;190.1;;
-749805.0;;401.0;
-749351.0;186.2;;
-749308.0;;;241.0
-749304.0;;428.0;
-748653.0;;408.0;
-748526.0;184.0;;
-748244.0;184.8;;
-748096.0;;;246.0
-748095.0;;400.0;
-747451.0;182.9;;
-747370.0;;378.0;
-746963.0;181.4;;
-746921.0;;;250.0
-746920.0;;409.0;
-746283.0;;392.0;
-746151.0;180.4;;
-745809.0;180.8;;
-745766.0;;405.0;
-745764.0;;;239.0
-745160.0;180.8;;
-745100.0;;402.0;
-744693.0;183.1;;
-744653.0;;428.0;
-744646.0;;;238.0
-744055.0;;415.0;
-743886.0;180.2;;
-743522.0;;432.0;
-743515.0;;;235.0
-742893.0;182.0;;
-742824.0;;421.0;
-742404.0;181.2;;
-742362.0;;422.0;
-742357.0;;;239.0
-741756.0;;439.0;
-741639.0;180.4;;
-741283.0;181.7;;
-741257.0;;422.0;
-741217.0;;;231.0
-740608.0;182.3;;
-740553.0;;402.0;
-740125.0;177.9;;
-740121.0;;409.0;
-740089.0;;;242.0
-739473.0;;388.0;
-739357.0;176.6;;
-739071.0;178.6;;
-738939.0;;;252.0
-738918.0;;414.0;
-738327.0;178.9;;
-738262.0;;411.0;
-737892.0;185.0;;
-737860.0;;403.0;
-737854.0;;;233.0
-737323.0;;408.0;
-737187.0;197.8;;
-736894.0;200.3;;
-736871.0;;;251.0
-736869.0;;407.0;
-736322.0;206.5;;
-736180.0;;423.0;
-735939.0;210.6;;
-735892.0;;;283.0
-735872.0;;508.0;
-735336.0;;542.0;
-735316.0;211.3;;
-735084.0;208.1;;
-734973.0;;561.0;
-734964.0;;;258.0
-734510.0;209.7;;
-734463.0;;546.0;
-734129.0;204.1;;
-734107.0;;541.0;
-734089.0;;;253.0
-733574.0;;518.0;
-733509.0;201.3;;
-733217.0;201.7;;
-733151.0;;531.0;250.0
-732654.0;207.4;;
-732638.0;;520.0;
-732273.0;205.3;;
-732244.0;;519.0;
-732238.0;;;257.0
-731698.0;;530.0;
-731593.0;204.4;;
-731311.0;203.9;;
-731209.0;;525.0;
-731204.0;;;261.0
-730598.0;205.9;;
-730511.0;;521.0;
-730196.0;;537.0;
-730191.0;203.8;;
-730148.0;;;255.0
-729492.0;;512.0;
-729379.0;204.9;;
-729077.0;;538.0;
-728999.0;204.1;;
-728964.0;;;263.0
-728349.0;204.0;;
-728293.0;;545.0;
-727807.0;;;266.0
-727804.0;;551.0;
-726971.0;205.4;;
-726923.0;;530.0;
-726909.0;;;254.0
-726618.0;205.1;;
-726503.0;;559.0;
-726472.0;;;268.0
-725782.0;205.5;;
-725757.0;;531.0;
-725242.0;204.5;;
-725230.0;;541.0;
-725212.0;;;257.0
-724545.0;;504.0;
-724372.0;208.1;;
-723987.0;206.6;;
-723919.0;;561.0;
-723902.0;;;251.0
-723109.0;206.3;;
-722970.0;;478.0;
-722495.0;210.3;;
-722434.0;;;265.0
-722423.0;;581.0;
-721738.0;;560.0;
-721514.0;213.2;;
-721183.0;213.4;;
-721022.0;;566.0;
-720995.0;;;265.0
-720089.0;211.3;;
-719971.0;;515.0;
-719368.0;206.3;;
-719308.0;;491.0;
-719303.0;;;253.0
-718583.0;;401.0;
-718387.0;195.2;;
-717844.0;187.8;;
-717805.0;;;240.0
-717692.0;;408.0;
-716829.0;184.3;;
-716685.0;;392.0;
-716114.0;192.9;;
-716045.0;;;217.0
-716013.0;;403.0;
-715245.0;;399.0;
-715115.0;205.0;;
-714754.0;208.1;;
-714599.0;;;239.0
-714513.0;;435.0;
-713800.0;222.1;;
-713700.0;;531.0;
-713230.0;217.7;;
-713172.0;;;274.0
-713165.0;;570.0;
-712338.0;221.7;;
-712239.0;;577.0;
-711893.0;222.3;;
-711788.0;;593.0;
-711771.0;;;267.0
-711060.0;;597.0;
-710883.0;218.5;;
-710415.0;;588.0;
-710387.0;;;260.0
-709619.0;;573.0;
-709471.0;218.7;;
-709154.0;218.9;;
-709007.0;;;258.0
-709001.0;;591.0;
-708287.0;220.2;;
-708191.0;;556.0;
-707809.0;;568.0;
-707730.0;219.7;;
-707681.0;;611.0;
-707678.0;;;271.0
-706904.0;;521.0;
-706420.0;;512.0;
-705649.0;;505.0;
-705203.0;;519.0;
-704459.0;228.1;;
-704457.0;;;275.0
-704452.0;;610.0;
-704191.0;228.6;;
-704053.0;;;268.0
-704027.0;;610.0;
-703460.0;228.5;;
-703387.0;;585.0;
-703023.0;233.9;;
-702959.0;;;273.0
-702911.0;;602.0;
-702261.0;231.2;;
-702258.0;;588.0;
-702257.0;;;263.0
-701984.0;231.2;;
-701941.0;;;261.0
-701926.0;;593.0;
-701434.0;232.8;;
-701377.0;;582.0;
-701038.0;232.4;;
-700996.0;;;275.0
-700968.0;;605.0;
-700513.0;;594.0;
-700431.0;230.3;;
-700208.0;229.3;;
-700105.0;;;262.0
-700102.0;;584.0;
-699656.0;228.8;;
-699581.0;;571.0;
-699292.0;228.2;;
-699258.0;;;251.0
-699253.0;;595.0;
-698794.0;227.6;;
-698715.0;;578.0;
-698439.0;228.7;;
-698398.0;;;281.0
-698396.0;;581.0;
-697959.0;226.0;;
-697922.0;;566.0;
-697683.0;227.6;;
-697607.0;;594.0;
-697606.0;;;271.0
-697182.0;;604.0;267.0
-697152.0;227.7;;
-696930.0;226.4;;
-696436.0;228.0;;
-696332.0;;;254.0
-696324.0;;588.0;
-696170.0;231.0;;
-696097.0;;605.0;
-696094.0;;;264.0
-695710.0;232.2;;
-695658.0;;604.0;
-695381.0;232.4;;
-695013.0;232.9;;
-694968.0;;624.0;
-694767.0;235.4;;
-694696.0;;;264.0
-694693.0;;645.0;
-694337.0;234.8;;
-694279.0;;643.0;
-694112.0;234.6;;
-694030.0;;647.0;
-693668.0;237.6;;
-693621.0;;632.0;
-693433.0;236.7;;
-693358.0;;;273.0
-693349.0;;652.0;
-692991.0;236.9;;
-692955.0;;635.0;
-692722.0;235.8;;
-692699.0;;639.0;
-692694.0;;;266.0
-692350.0;234.4;;
-692313.0;;629.0;
-692118.0;235.4;;
-692055.0;;615.0;
-692054.0;;;259.0
-691689.0;234.1;;
-691483.0;234.1;;
-691416.0;;590.0;
-691040.0;234.8;;
-691006.0;;602.0;
-690815.0;232.9;;
-690750.0;;596.0;
-690747.0;;;260.0
-690388.0;235.9;;
-690353.0;;557.0;
-690107.0;235.5;;
-690085.0;;570.0;
-690083.0;;;258.0
-689722.0;236.6;;
-689672.0;;568.0;
-689482.0;235.6;;
-689416.0;;584.0;
-689413.0;;;246.0
-689049.0;234.0;;
-688821.0;240.0;;
-688757.0;;561.0;
-688344.0;234.8;;
-688330.0;;549.0;
-688107.0;235.6;;
-688038.0;;;241.0
-688033.0;;555.0;
-687653.0;239.9;;
-687609.0;;540.0;
-687354.0;235.8;;
-687346.0;;557.0;
-687325.0;;;262.0
-686931.0;234.9;;
-686898.0;;542.0;
-686702.0;235.8;;
-686636.0;;;270.0
-686635.0;;538.0;
-686245.0;233.0;;
-686204.0;;527.0;
-685999.0;232.3;;
-685936.0;;529.0;
-685520.0;228.8;;
-685474.0;;538.0;
-685277.0;228.7;;
-684776.0;227.3;;
-684737.0;;523.0;
-684475.0;224.3;;
-684441.0;;521.0;
-684436.0;;;260.0
-684030.0;224.4;;
-683975.0;;514.0;
-683766.0;223.5;;
-683749.0;;508.0;
-683740.0;;;277.0
-683267.0;219.7;;
-682999.0;219.5;;
-682912.0;;520.0;
-682469.0;219.4;;
-682436.0;;504.0;
-682192.0;217.5;;
-682105.0;;499.0;
-682099.0;;;260.0
-681662.0;217.5;;
-681617.0;;498.0;
-681312.0;218.7;;
-681310.0;;494.0;
-681280.0;;;258.0
-680812.0;221.3;;
-680777.0;;543.0;
-680703.0;;523.0;
-680689.0;;;257.0
-680496.0;222.6;;
-680439.0;;505.0;
-680404.0;;;270.0
-679899.0;219.7;;
-679822.0;;486.0;
-679581.0;217.3;;
-679467.0;;482.0;
-678970.0;216.2;;
-678896.0;;490.0;
-678658.0;218.4;;
-678606.0;;466.0;
-678573.0;;;237.0
-678161.0;;446.0;
-678131.0;225.0;;
-677786.0;;460.0;
-677782.0;223.0;;
-677767.0;;;245.0
-677302.0;230.3;;
-677246.0;;544.0;
-677149.0;;500.0;248.0
-676964.0;230.8;;
-676882.0;;494.0;
-676877.0;;;261.0
-676341.0;230.0;;
-676236.0;;495.0;
-676034.0;226.5;;
-675914.0;;491.0;
-675430.0;217.4;;
-675342.0;;464.0;
-675118.0;215.6;;
-675023.0;;466.0;237.0
-674598.0;;455.0;
-674574.0;214.0;;
-674220.0;217.4;;
-674206.0;;536.0;
-674190.0;;;243.0
-673639.0;220.0;;
-673590.0;;551.0;
-673159.0;;554.0;
-673154.0;;;280.0
-672571.0;213.7;;
-672458.0;;564.0;
-672223.0;209.2;;
-672164.0;;562.0;
-671525.0;202.3;;
-671488.0;;512.0;
-671145.0;198.7;;
-671113.0;;529.0;
-671048.0;;;246.0
-670436.0;194.8;;
-670382.0;;471.0;
-669976.0;192.5;;
-669974.0;;462.0;
-669944.0;;;219.0
-669336.0;194.6;;
-669276.0;;439.0;
-669050.0;;483.0;
-669019.0;;;224.0
-668966.0;192.6;;
-668965.0;;489.0;
-668934.0;;;249.0
-668226.0;189.3;;
-667801.0;185.5;;
-667679.0;;396.0;
-666984.0;178.5;;
-666842.0;;390.0;
-666497.0;175.6;;
-666376.0;;385.0;
-666345.0;;;215.0
-665640.0;;365.0;
-665619.0;171.6;;
-665045.0;172.7;;
-665030.0;;374.0;
-664983.0;;;202.0
-664268.0;;376.0;
-664224.0;178.5;;
-663695.0;178.2;;
-662740.0;185.8;;
-662242.0;189.1;;
-662084.0;;414.0;
-661256.0;189.0;;
-660719.0;187.8;;
-660574.0;;384.0;
-660566.0;;;278.0
-659700.0;189.8;;
-659084.0;;402.0;
-659031.0;186.6;;
-658958.0;;;250.0
-658134.0;183.9;;
-657574.0;182.4;;
-657454.0;;359.0;
-657434.0;;;218.0
-656524.0;189.2;;
-655973.0;191.3;;
-655795.0;;344.0;
-654932.0;198.7;;
-654857.0;;398.0;
-654842.0;;;249.0
-654336.0;198.4;;
-654154.0;;;267.0
-654141.0;;414.0;
-653252.0;193.2;;
-652531.0;;397.0;
-652523.0;191.3;;
-652446.0;;;233.0
-651498.0;185.3;;
-650852.0;185.8;;
-650705.0;;409.0;
-650661.0;;;238.0
-649606.0;192.0;;
-648941.0;187.8;;
-648727.0;;414.0;
-647648.0;194.8;;
-646996.0;192.1;;
-646942.0;;426.0;
-646921.0;;;252.0
-645638.0;190.5;;
-644773.0;188.6;;
-644706.0;;429.0;
-644687.0;;;222.0
-643520.0;194.6;;
-642712.0;194.1;;
-642525.0;;429.0;
-642514.0;;;253.0
-641254.0;190.4;;
-641234.0;;386.0;
-641174.0;;;237.0
-640489.0;;369.0;
-640455.0;190.2;;
-638810.0;189.1;;
-637898.0;187.7;;
-637654.0;;;234.0
-637649.0;;373.0;
-636177.0;194.3;;
-635007.0;193.0;;
-634927.0;;373.0;
-634898.0;;;260.0
-633539.0;193.9;;
-632642.0;192.1;;
-632368.0;;;226.0
-632347.0;;361.0;
-630906.0;195.6;;
-630051.0;199.5;;
-629795.0;;376.0;
-628345.0;199.9;;
-627496.0;198.7;;
-627243.0;;;232.0
-627140.0;;356.0;
-626049.0;205.0;;
-625261.0;214.9;;
-625126.0;;;233.0
-625076.0;;386.0;
-624265.0;227.8;;
-624150.0;;;243.0
-624070.0;;474.0;
-623620.0;234.3;;
-623521.0;;478.0;
-623508.0;;;268.0
-622740.0;237.3;;
-622648.0;;;264.0
-622646.0;;573.0;
-622067.0;;572.0;
-621264.0;238.6;;
-621230.0;;618.0;
-621226.0;;;267.0
-620626.0;;661.0;279.0
-619810.0;243.0;;
-619765.0;;;274.0
-619746.0;;627.0;
-619139.0;;;272.0
-619097.0;;609.0;
-618388.0;245.4;;
-617741.0;;;277.0
-617730.0;;602.0;
-617005.0;247.9;;
-616396.0;;604.0;
-615594.0;252.3;;
-615003.0;;611.0;
-614994.0;;;266.0
-614277.0;252.4;;
-613661.0;;;274.0
-613630.0;;617.0;
-612973.0;252.5;;
-612403.0;;620.0;278.0
-611759.0;256.0;;
-611220.0;;601.0;
-610564.0;258.0;;
-610005.0;;620.0;
-610002.0;;;267.0
-609369.0;259.6;;
-608839.0;;593.0;
-608833.0;;;275.0
-608186.0;257.7;;
-607637.0;;583.0;
-607631.0;;;274.0
-606979.0;259.2;;
-606941.0;;577.0;
-606924.0;;;273.0
-606475.0;;578.0;
-605758.0;254.6;;
-605205.0;;538.0;
-605178.0;;;277.0
-604424.0;248.5;;
-603907.0;;533.0;
-603846.0;;;277.0
-603126.0;244.5;;
-602512.0;;503.0;
-602505.0;;;264.0
-601723.0;239.1;;
-601116.0;;526.0;
-600328.0;237.9;;
-599695.0;;542.0;
-599693.0;;;244.0
-598932.0;232.5;;
-598283.0;;;268.0
-598281.0;;534.0;
-597484.0;229.4;;
-596883.0;226.0;;
-596845.0;;544.0;
-596815.0;;;269.0
-596016.0;219.0;;
-595986.0;;;255.0
-595984.0;;496.0;
-595493.0;216.3;;
-595324.0;;465.0;
-594565.0;216.4;;
-594000.0;221.2;;
-593950.0;;448.0;
-593945.0;;;244.0
-593239.0;232.9;;
-593159.0;;463.0;
-592689.0;238.0;;
-592627.0;;;287.0
-592512.0;;539.0;
-591920.0;238.1;;
-591465.0;233.2;;
-591388.0;;510.0;
-591383.0;;;267.0
-590747.0;229.4;;
-590329.0;225.7;;
-590204.0;;483.0;
-588943.0;237.4;;
-588430.0;;428.0;
-588429.0;;;227.0
-588385.0;243.6;;
-587918.0;248.1;;
-587887.0;;;283.0
-587886.0;;480.0;
-587274.0;250.2;;
-586766.0;246.3;;
-586698.0;;;278.0
-586665.0;;468.0;
-586084.0;238.8;;
-585697.0;234.4;;
-585596.0;;451.0;
-584943.0;226.0;;
-584456.0;224.0;;
-584417.0;;470.0;
-584414.0;;;251.0
-581463.0;210.6;;
-581084.0;206.7;;
-580956.0;;482.0;
-580441.0;209.9;;
-580050.0;215.4;;
-580024.0;;488.0;
-580018.0;;;221.0
-579557.0;219.4;;
-579210.0;225.2;;
-579167.0;;;240.0
-579114.0;;484.0;
-578745.0;230.3;;
-578450.0;236.2;;
-578411.0;;;244.0
-578373.0;;505.0;
-578069.0;243.8;;
-578004.0;;521.0;
-577871.0;244.1;;
-577788.0;;609.0;
-577485.0;251.5;;
-577204.0;;;266.0
-577199.0;;618.0;
-576907.0;252.9;;
-576649.0;;;273.0
-576642.0;;602.0;
-576355.0;249.1;;
-576100.0;;602.0;
-576097.0;;;270.0
-575819.0;251.1;;
-575583.0;;579.0;
-575292.0;251.3;;
-575052.0;;597.0;
-575049.0;;;250.0
-574773.0;251.3;;
-574553.0;;584.0;
-574538.0;;;255.0
-574272.0;252.9;;
-574045.0;;;257.0
-574039.0;;589.0;
-573780.0;252.5;;
-573573.0;;581.0;
-573315.0;248.9;;
-573099.0;;;274.0
-573097.0;;600.0;
-572853.0;252.1;;
-572647.0;;;261.0
-572646.0;;605.0;
-572403.0;251.9;;
-572197.0;;620.0;
-572196.0;;;270.0
-571952.0;251.8;;
-571749.0;;598.0;
-571512.0;248.7;;
-571312.0;;613.0;
-571310.0;;;269.0
-571087.0;249.2;;
-570899.0;;612.0;
-570897.0;;;279.0
-570669.0;247.7;;
-570475.0;;614.0;
-570473.0;;;275.0
-570240.0;246.3;;
-570051.0;;604.0;
-569825.0;250.3;;
-569652.0;;610.0;
-569643.0;;;267.0
-569417.0;251.6;;
-569231.0;;;269.0
-569229.0;;594.0;
-569005.0;249.6;;
-568816.0;;597.0;
-568810.0;;;266.0
-568598.0;251.8;;
-568419.0;;580.0;
-568189.0;251.8;;
-567998.0;;;280.0
-567997.0;;588.0;
-567778.0;251.3;;
-567598.0;;589.0;282.0
-567381.0;250.0;;
-567209.0;;590.0;
-567206.0;;;279.0
-566996.0;251.3;;
-566821.0;;589.0;
-566606.0;250.2;;
-566430.0;;613.0;
-566428.0;;;273.0
-566217.0;253.0;;
-566037.0;;615.0;
-566036.0;;;274.0
-565827.0;252.8;;
-565649.0;;;269.0
-565642.0;;603.0;
-565431.0;253.9;;
-565268.0;;620.0;
-565057.0;253.2;;
-564889.0;;626.0;
-564884.0;;;269.0
-564669.0;254.5;;
-564502.0;;;277.0
-564501.0;;618.0;
-564283.0;253.9;;
-564108.0;;627.0;
-564105.0;;;283.0
-563901.0;254.3;;
-563735.0;;577.0;
-563516.0;253.7;;
-563336.0;;;280.0
-563335.0;;589.0;
-563127.0;251.4;;
-562959.0;;581.0;
-562955.0;;;275.0
-562749.0;252.6;;
-562572.0;;579.0;
-562570.0;;;291.0
-562361.0;252.4;;
-562185.0;;550.0;
-561968.0;251.4;;
-561784.0;;;268.0
-561781.0;;554.0;
-561567.0;247.6;;
-561394.0;;529.0;
-561381.0;;;272.0
-561165.0;245.8;;
-560971.0;;;277.0
-560969.0;;532.0;
-560740.0;245.7;;
-560549.0;;495.0;
-560322.0;242.3;;
-560138.0;;497.0;
-560126.0;;;280.0
-559896.0;240.1;;
-559692.0;;486.0;
-559689.0;;;276.0
-559453.0;;484.0;
-559445.0;;;269.0
-559359.0;234.1;;
-558980.0;234.6;;
-558972.0;;464.0;
-558509.0;231.9;;
-558500.0;;511.0;
-558492.0;;;280.0
-558291.0;;516.0;
-558288.0;;;259.0
-558022.0;231.6;;
-557811.0;;501.0;
-557793.0;;;267.0
-557511.0;228.3;;
-557290.0;;492.0;
-557268.0;;;261.0
-556979.0;230.3;;
-556745.0;;468.0;
-556443.0;230.2;;
-556233.0;229.7;;
-556227.0;;443.0;
-556214.0;;;246.0
-555937.0;234.5;;
-555723.0;;443.0;
-555714.0;;;244.0
-555435.0;238.1;;
-555223.0;;496.0;
-555215.0;;;262.0
-554939.0;240.4;;
-554778.0;;531.0;
-554774.0;245.6;;
-554762.0;;;269.0
-554414.0;250.5;;
-554193.0;244.0;;
-554173.0;;;283.0
-554168.0;;575.0;
-553889.0;249.1;;
-553687.0;243.0;;
-553664.0;;578.0;
-553662.0;;;282.0
-553395.0;241.0;;
-553173.0;;557.0;
-553169.0;;;271.0
-552881.0;233.9;;
-552630.0;;519.0;
-552304.0;226.7;;
-552020.0;;;269.0
-552016.0;;501.0;
-551676.0;224.3;;
-551369.0;;471.0;
-551364.0;;;242.0
-551011.0;223.6;;
-550730.0;;431.0;
-550685.0;;;233.0
-550370.0;;443.0;
-550300.0;220.3;;
-550273.0;;;243.0
-550029.0;222.1;;
-549988.0;;491.0;
-549502.0;226.3;;
-549174.0;222.3;;
-549147.0;;477.0;
-549131.0;;;268.0
-548687.0;221.7;;
-548353.0;;472.0;
-548337.0;;;272.0
-547880.0;219.9;;
-547504.0;;456.0;
-547489.0;;;261.0
-546983.0;215.2;;
-546587.0;;434.0;
-546022.0;213.6;;
-545623.0;208.8;;
-545584.0;;390.0;
-545580.0;;;246.0
-545063.0;202.5;;
-544707.0;;409.0;
-544613.0;;;239.0
-544006.0;204.6;;
-543499.0;;418.0;
-543489.0;;;251.0
-542854.0;209.7;;
-542398.0;;427.0;
-541726.0;209.6;;
-541241.0;;405.0;
-540552.0;210.3;;
-540031.0;;;253.0
-540030.0;;408.0;
-539395.0;208.1;;
-538846.0;;391.0;
-538845.0;;;246.0
-538204.0;203.6;;
-537669.0;;400.0;
-537009.0;205.0;;
-536985.0;;415.0;
-536967.0;;;255.0
-536460.0;;448.0;
-536457.0;;;252.0
-535820.0;211.2;;
-535783.0;;;267.0
-535779.0;;467.0;
-535288.0;;497.0;
-534672.0;212.9;;
-534188.0;;490.0;
-534181.0;;;264.0
-533533.0;206.4;;
-532968.0;;449.0;
-532414.0;205.0;;
-531901.0;;458.0;
-531897.0;;;236.0
-531296.0;199.4;;
-530774.0;;;241.0
-530766.0;;422.0;
-530169.0;199.8;;
-529712.0;190.5;;
-529680.0;;420.0;
-529085.0;193.8;;
-528735.0;195.1;;
-528619.0;;450.0;
-528066.0;200.0;;
-527690.0;204.4;;
-527630.0;;;226.0
-527624.0;;441.0;
-527151.0;211.4;;
-526797.0;214.5;;
-526751.0;;464.0;
-526749.0;;;270.0
-526312.0;220.7;;
-526283.0;;;270.0
-526244.0;;520.0;
-525928.0;;518.0;264.0
-525504.0;220.3;;
-525140.0;;529.0;
-524711.0;221.2;;
-524364.0;;541.0;
-524360.0;;;260.0
-523958.0;222.7;;
-523635.0;;538.0;
-523613.0;;;264.0
-523214.0;224.7;;
-522876.0;;;260.0
-522873.0;;534.0;
-522459.0;227.8;;
-522128.0;;518.0;
-521716.0;230.3;;
-521373.0;;;247.0
-521367.0;;534.0;
-520973.0;233.7;;
-520640.0;;516.0;
-520636.0;;;253.0
-520266.0;235.8;;
-519967.0;;;255.0
-519955.0;;535.0;
-519602.0;236.8;;
-519311.0;;522.0;
-518942.0;241.9;;
-518647.0;;524.0;
-518646.0;;;248.0
-517015.0;243.5;;
-516722.0;;499.0;
-516384.0;245.5;;
-516095.0;;512.0;
-516086.0;;;260.0
-515756.0;247.7;;
-515467.0;;507.0;
-515119.0;245.3;;
-514822.0;;508.0;
-514820.0;;;254.0
-514467.0;245.5;;
-514454.0;;501.0;
-514445.0;;;282.0
-514179.0;;477.0;
-513821.0;246.2;;
-513808.0;;483.0;
-513799.0;;;281.0
-513545.0;;519.0;
-513538.0;;;289.0
-513163.0;247.2;;
-512855.0;;507.0;
-512854.0;;;270.0
-512479.0;243.0;;
-512168.0;;496.0;
-512164.0;;;284.0
-511774.0;241.5;;
-511447.0;;488.0;
-511047.0;239.2;;
-510717.0;;486.0;
-510713.0;;;269.0
-510319.0;238.2;;
-509980.0;;;265.0
-509976.0;;487.0;
-509565.0;242.0;;
-509240.0;;495.0;
-509214.0;;;252.0
-508815.0;235.2;;
-508492.0;;520.0;
-508058.0;236.4;;
-507715.0;;533.0;
-507297.0;233.4;;
-506957.0;;557.0;
-506944.0;;;269.0
-506526.0;240.3;;
-506171.0;;;280.0
-506165.0;;582.0;
-505764.0;237.0;;
-505450.0;;573.0;
-505061.0;238.2;;
-504742.0;;601.0;
-504736.0;;;275.0
-504337.0;236.0;;
-503999.0;;579.0;
-503566.0;235.5;;
-503205.0;;524.0;
-503204.0;;;267.0
-502827.0;233.9;;
-502530.0;;566.0;
-502133.0;234.1;;
-501855.0;;549.0;
-501827.0;;;281.0
-501425.0;232.2;;
-501088.0;;515.0;
-501087.0;;;273.0
-500675.0;232.0;;
-500320.0;;;265.0
-500299.0;;517.0;
-499916.0;231.2;;
-499621.0;;522.0;
-499180.0;230.8;;
-498827.0;;512.0;
-498821.0;;;261.0
-498413.0;228.2;;
-498068.0;;496.0;
-497660.0;230.8;;
-497326.0;;499.0;
-497317.0;;;263.0
-496915.0;230.6;;
